City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
460,Nouadhibou,MR,20.931,-17.0347,71.58,60,0,11.5,clear sky
461,Svetlogorsk,BY,52.6333,29.7333,45.23,61,99,20.27,overcast clouds
462,Rosarito,MX,32.3333,-117.0333,58.08,79,100,6.46,overcast clouds
463,Guerrero Negro,MX,27.9769,-114.0611,62.35,74,2,5.64,clear sky
464,Tessalit,ML,20.1986,1.0114,98.76,8,91,15.5,overcast clouds
465,La Serena,CL,-29.9078,-71.2542,58.51,100,100,6.91,overcast clouds
466,Brandon,US,27.9378,-82.2859,72.99,64,0,14.0,clear sky
467,Sept-Iles,CA,50.2001,-66.3821,33.06,92,100,11.5,overcast clouds
468,Jumla,NP,29.2747,82.1838,48.43,45,0,4.32,clear sky
469,Requena,ES,39.4883,-1.1004,43.52,84,100,15.1,overcast clouds
470,Sao Joao Da Barra,BR,-21.6403,-41.0511,89.69,73,91,10.33,overcast clouds
471,Sobolevo,RU,54.4299,31.8996,36.61,70,84,19.93,broken clouds
472,Lewiston,US,44.1003,-70.2148,50.25,59,100,3.0,overcast clouds
473,Pauri,IN,30.15,78.7833,63.5,22,0,2.95,clear sky
474,Bhilwara,IN,25.35,74.6333,84.2,10,0,8.95,clear sky
475,Mount Isa,AU,-20.7333,139.5,74.97,69,0,2.3,light rain
476,Yaan,NG,7.3833,8.5667,105.01,8,67,4.45,broken clouds
477,Abay,KZ,49.6311,72.8539,32.38,90,100,13.78,overcast clouds
478,Port Shepstone,ZA,-30.7414,30.455,71.62,87,96,15.59,moderate rain
479,Arlit,NE,18.7369,7.3853,99.19,6,65,8.28,broken clouds
480,Koslan,RU,63.4564,48.8989,26.98,96,100,12.41,snow
481,Monkey Bay,MW,-14.0728,34.9201,80.69,74,41,5.88,scattered clouds
482,Ferrara,IT,44.8,11.8333,73.49,23,0,9.57,clear sky
483,Lardos,GR,36.0942,28.0157,66.02,51,0,15.68,clear sky
484,Leh,IN,34.1667,77.5833,20.17,47,0,3.53,clear sky
485,Price,US,39.5994,-110.8107,45.66,42,0,5.75,clear sky
486,Knysna,ZA,-34.0363,23.0471,68.85,69,50,11.81,scattered clouds
487,Isla Vista,US,34.4133,-119.861,71.35,76,100,4.61,mist
488,Whitehorse,CA,60.7161,-135.0538,21.97,73,75,9.22,broken clouds
489,Altamont,US,42.2068,-121.7372,39.78,72,0,3.44,clear sky
490,El Dorado,US,38.7666,-120.5177,58.17,61,45,3.0,scattered clouds
491,Gwadar,PK,25.1216,62.3254,79.72,59,0,10.76,clear sky
492,Dongsheng,CN,39.8161,109.9776,28.09,31,0,4.92,clear sky
493,Kaohsiung,TW,22.6163,120.3133,82.35,75,40,2.3,scattered clouds
494,Cherkasskoye,RU,52.4333,47.2167,32.72,97,100,11.9,overcast clouds
495,Peniche,PT,39.3558,-9.3811,67.28,66,36,2.39,scattered clouds
496,Marsh Harbour,BS,26.5412,-77.0636,72.63,56,31,14.29,scattered clouds
497,Grand-Santi,GF,4.25,-54.3833,84.34,65,82,6.38,broken clouds
498,Hagerstown,US,39.6418,-77.72,47.68,55,40,19.57,scattered clouds
499,Victoria,HK,22.2855,114.1577,79.97,90,20,5.99,few clouds
500,Svetlyy,RU,54.675,20.1347,44.65,63,74,19.89,broken clouds
501,Wuchi,CN,29.3786,103.023,38.08,97,100,1.19,overcast clouds
502,Central Point,US,42.376,-122.9164,45.05,75,0,0.0,clear sky
503,Bluefield,US,37.2698,-81.2223,38.77,71,75,14.0,light rain
504,Barao De Melgaco,BR,-16.1944,-55.9675,74.17,84,100,5.35,overcast clouds
505,Yar-Sale,RU,66.8333,70.8333,-3.77,92,83,6.98,broken clouds
506,Alasehir,TR,38.3508,28.5172,55.24,39,0,9.93,clear sky
507,Santiago Del Estero,AR,-27.7951,-64.2615,76.28,34,0,5.66,clear sky
508,Lubao,PH,14.9167,120.55,84.27,71,4,3.15,clear sky
509,Kawalu,ID,-7.3817,108.2082,73.2,95,90,0.94,heavy intensity rain
510,Barcelos,PT,41.5388,-8.6151,68.85,65,83,3.22,broken clouds
511,Kargasok,RU,59.0556,80.8572,15.91,86,39,14.18,scattered clouds
512,Yinchuan,CN,38.4681,106.2731,42.19,11,100,8.41,overcast clouds
513,Pundaguitan,PH,6.3711,126.1689,78.24,82,100,10.87,light rain
514,Tabuny,RU,52.7773,78.7896,12.79,92,100,7.94,overcast clouds
515,Huarmey,PE,-10.0681,-78.1522,73.85,76,100,7.49,overcast clouds
516,Kaeo,NZ,-35.1,173.7833,57.33,91,7,4.14,clear sky
517,Maldonado,UY,-34.6667,-54.9167,67.39,78,100,18.37,overcast clouds
518,Vanavara,RU,60.34,102.2797,23.36,94,100,13.24,light snow
519,Okha,RU,53.5739,142.9478,25.75,97,100,11.18,light snow
520,Labuhan,ID,-6.8844,112.2051,78.89,87,99,10.85,overcast clouds
521,Am Timan,TD,11.0297,20.2827,99.93,7,60,9.37,broken clouds
522,Shache,CN,38.4167,77.2406,57.9,31,0,8.57,clear sky
523,Lazaro Cardenas,MX,17.9583,-102.2,78.6,27,100,1.77,overcast clouds
524,Pedernales,DO,18.0384,-71.744,82.45,55,47,5.59,scattered clouds
525,Prieska,ZA,-29.6641,22.7474,83.01,18,0,13.8,clear sky
526,Hobyo,SO,5.3505,48.5268,81.61,63,2,16.42,clear sky
527,Dukat,RU,62.55,155.55,-5.01,99,100,4.05,overcast clouds
528,Kayerkan,RU,69.3497,87.7602,19.53,79,100,9.44,overcast clouds
529,Baykit,RU,61.67,96.37,24.19,97,100,2.37,snow
530,Lata,PT,40.1629,-8.3327,70.48,47,96,8.16,overcast clouds
531,Puro,PH,12.4841,123.3827,80.28,78,93,8.14,overcast clouds
532,Kendari,ID,-3.945,122.4989,76.8,90,88,2.04,overcast clouds
533,Dobroye,RU,52.8678,39.8109,40.77,89,100,20.98,light rain
534,Mildura,AU,-34.2,142.15,67.96,49,0,4.61,clear sky
535,Loa Janan,ID,-0.583,117.095,75.02,93,30,1.57,scattered clouds
536,Huilong,CN,31.8111,121.655,54.93,60,100,7.65,overcast clouds
537,Elizabeth City,US,36.2946,-76.2511,57.22,54,0,18.41,clear sky
538,Tottori,JP,35.5,134.2333,52.02,93,100,12.39,overcast clouds
539,Houston,US,29.7633,-95.3633,70.11,79,0,8.05,clear sky
540,Maues,BR,-3.3836,-57.7186,82.92,84,79,4.23,broken clouds
541,Yubari,JP,43.0378,141.9578,37.9,99,100,7.54,light rain
542,Komsomolskiy,UZ,40.4272,71.7189,57.92,67,92,6.91,overcast clouds
543,Antofagasta,CL,-23.65,-70.4,65.48,58,3,7.9,clear sky
544,Zavetnoye,RU,47.1194,43.8903,48.29,46,42,14.56,scattered clouds
545,Kangundo,KE,-1.2979,37.3471,82.74,35,69,9.73,broken clouds
546,Kloulklubed,PW,7.0419,134.2556,81.1,78,100,22.44,moderate rain
547,Riyadh,SA,24.6877,46.7219,71.74,13,0,12.33,clear sky
548,Nome,US,64.5011,-165.4064,6.87,85,40,3.44,scattered clouds
549,Strezhevoy,RU,60.7333,77.5889,18.99,86,99,11.83,overcast clouds
550,Mantua,IT,45.1667,10.7833,71.35,27,0,5.99,clear sky
551,Camana,PE,-16.6228,-72.7111,73.92,72,39,9.19,scattered clouds
552,San Cristobal,VE,7.7669,-72.225,71.78,53,33,7.9,scattered clouds
553,Kitui,KE,-1.367,38.0106,84.79,35,55,13.04,broken clouds
554,Tashigang,BT,27.3331,91.5542,64.06,71,86,2.44,overcast clouds
555,Murmashi,RU,68.8154,32.8115,21.61,79,75,11.18,broken clouds
556,Kautokeino,NO,69.0125,23.0412,17.67,82,71,13.44,light snow
557,Hasaki,JP,35.7333,140.8333,63.0,93,100,32.35,overcast clouds
558,Sakete,BJ,6.7362,2.6587,87.53,63,73,2.77,moderate rain
559,Opuwo,NA,-18.0607,13.84,86.92,17,13,10.04,few clouds
560,Gat,IL,31.61,34.7642,63.81,23,0,7.92,clear sky
561,Languyan,PH,5.2618,120.0807,80.56,80,100,8.12,overcast clouds
562,Necochea,AR,-38.5473,-58.7368,62.4,91,100,19.93,overcast clouds
563,Basay,PH,9.4087,122.64,81.45,74,94,3.78,overcast clouds
564,Ilo,PE,-17.6394,-71.3375,68.86,73,0,8.05,clear sky
565,Takoradi,GH,4.8845,-1.7554,86.7,67,71,12.26,light rain
566,Cozumel,MX,20.5083,-86.9458,73.94,66,86,10.0,overcast clouds
567,Pitimbu,BR,-7.4706,-34.8086,81.19,72,97,9.53,overcast clouds
568,Luangwa,ZM,-15.6167,30.4167,87.22,60,94,0.81,overcast clouds
569,Hirara,JP,24.8,125.2833,69.91,90,99,20.92,overcast clouds
570,Imbituba,BR,-28.24,-48.6703,75.6,60,29,8.55,scattered clouds
571,Zambezi,ZM,-13.5432,23.1047,79.2,70,99,2.08,light rain
572,Ketchikan,US,55.3422,-131.6461,39.18,100,40,11.5,scattered clouds
573,Chimore,BO,-16.9833,-65.1333,65.61,96,100,1.01,overcast clouds
574,El Alto,PE,-4.2714,-81.2147,78.46,79,100,4.18,overcast clouds
575,Deputatskiy,RU,69.3,139.9,-14.31,99,76,7.07,broken clouds
576,Chunhuhub,MX,19.55,-88.6833,73.53,44,88,5.79,overcast clouds
577,Kangaatsiaq,GL,68.3065,-53.4641,15.49,80,100,8.79,overcast clouds
578,Jishui,CN,33.7333,115.4,53.13,78,100,9.08,overcast clouds
579,Adre,TD,13.4667,22.2,89.55,9,61,15.05,broken clouds
580,Atasu,KZ,48.6814,71.6433,30.63,87,100,9.78,light snow
581,Tiarei,PF,-17.5333,-149.3333,77.02,75,76,13.76,light rain
582,Anahuac,MX,27.2333,-100.15,73.33,19,5,7.0,clear sky
583,Vao,NC,-22.6667,167.4833,76.41,75,72,13.58,broken clouds
584,Berlevag,NO,70.8578,29.0864,21.0,62,100,29.04,light snow
585,Salamiyah,SY,35.0113,37.0532,52.79,53,4,23.64,clear sky
586,Berdigestyakh,RU,62.0989,126.6992,0.48,99,94,2.71,overcast clouds
587,Suarez,CO,2.954,-76.6964,75.72,80,94,1.34,overcast clouds
588,Leshukonskoye,RU,64.8989,45.7622,23.59,93,100,15.46,snow
589,Yenagoa,NG,4.9247,6.2642,93.04,48,70,7.67,broken clouds
590,Lima,PE,-12.0432,-77.0282,68.4,44,0,6.91,clear sky
591,Mackay,AU,-21.15,149.2,78.78,78,40,8.05,scattered clouds
592,Lambontong,PH,6.3083,124.8106,72.7,89,100,3.33,moderate rain
593,Beruwala,LK,6.4788,79.9828,79.56,82,77,4.59,broken clouds
594,Zyryanka,RU,65.75,150.85,6.82,88,100,7.27,overcast clouds
595,Mao,ES,39.8885,4.2658,57.76,82,75,14.97,light rain
596,San Policarpo,PH,12.1791,125.5072,80.6,79,78,7.67,broken clouds
597,Kismayo,SO,-0.3582,42.5454,83.61,75,4,11.01,clear sky
598,Potam,MX,27.6,-110.3833,71.89,18,30,5.03,scattered clouds
599,San Pedro,PH,14.35,121.0167,85.35,74,20,6.91,few clouds
600,Bergama,TR,39.1207,27.1805,55.04,43,1,9.66,clear sky
601,Steubenville,US,40.3698,-80.634,37.69,81,100,11.99,overcast clouds
602,Bulgan,MN,48.8125,103.5347,21.96,43,5,5.48,clear sky
603,Topolevo,RU,48.4994,135.1975,32.18,100,100,13.0,overcast clouds
604,Galesong,ID,-5.3166,119.3661,80.62,79,6,1.86,clear sky
605,Fare,PF,-16.7,-151.0167,81.32,73,98,13.4,light rain
606,Pemangkat,ID,1.1667,108.9667,81.21,79,50,6.29,scattered clouds
607,Turan,VN,16.0678,108.2208,80.58,69,20,3.44,few clouds
608,Nogliki,RU,51.8333,143.1667,28.13,97,100,11.27,light snow
609,Zhezkazgan,KZ,47.8043,67.7144,42.78,81,20,4.47,few clouds
610,Birmitrapur,IN,22.4,84.7667,84.88,15,62,5.12,broken clouds
611,Sinnamary,GF,5.3833,-52.95,81.18,75,99,13.87,overcast clouds
612,Almaznyy,RU,48.0448,40.045,48.4,43,3,18.41,clear sky
613,Basco,PH,20.4487,121.9702,80.53,82,4,6.38,clear sky
614,Warrington,GB,53.3925,-2.5802,69.24,45,0,6.91,clear sky
615,Sharlyk,RU,52.9167,54.75,27.88,96,98,6.73,overcast clouds
616,Lucapa,AO,-8.4192,20.7447,76.37,86,99,2.3,moderate rain
617,Tiguion,PH,13.3347,121.861,80.38,81,39,8.16,scattered clouds
618,Ocampo,MX,21.65,-101.5,55.36,22,7,4.81,clear sky
619,Camocim,BR,-2.9022,-40.8411,84.24,70,100,6.71,overcast clouds
620,Anderson,US,34.5334,-82.6499,55.44,36,0,13.8,clear sky
621,Comodoro Rivadavia,AR,-45.8667,-67.5,69.66,30,0,5.75,clear sky
622,Quilali,NI,13.567,-86.026,80.92,53,69,7.14,broken clouds
623,Aranos,NA,-24.1333,19.1167,83.98,30,85,5.28,overcast clouds
624,Curumani,CO,9.1999,-73.5427,91.02,51,76,5.48,broken clouds
625,Babat,ID,-7.1128,112.1635,75.61,95,100,7.63,moderate rain
626,Richards Bay,ZA,-28.783,32.0377,76.17,73,100,5.48,light rain
627,Inirida,CO,3.8653,-67.9239,74.21,97,100,2.86,moderate rain
628,Sars,RU,56.5502,57.1366,28.45,93,100,11.48,overcast clouds
629,Ariquemes,BR,-9.9133,-63.0408,83.86,74,82,3.27,broken clouds
630,Pacifica,US,37.6138,-122.4869,51.53,89,20,5.75,few clouds
631,Begoro,GH,6.3871,-0.3774,91.98,40,72,4.54,broken clouds
632,Hammerfest,NO,70.6634,23.6821,23.45,74,75,9.22,broken clouds
633,Kenora,CA,49.8167,-94.4337,5.97,72,75,12.66,broken clouds
634,Awallan,PH,17.9244,121.913,76.44,95,61,2.35,broken clouds
635,Puerto Leguizamo,CO,-0.1934,-74.7819,73.6,97,100,0.47,overcast clouds
636,Changli,CN,39.7042,119.1506,48.85,42,98,19.26,overcast clouds
637,Doha,QA,25.2867,51.5333,77.31,31,0,21.85,clear sky
638,Burns Lake,CA,54.2331,-125.7533,27.82,84,100,2.15,overcast clouds
639,Elat,IL,29.5581,34.9482,71.44,24,0,18.41,clear sky
640,Praia,CV,14.9215,-23.5087,77.54,53,75,21.85,broken clouds
641,San Vicente,AR,-26.6167,-54.1333,72.36,44,0,4.9,clear sky
642,Sorland,NO,67.667,12.6934,33.66,56,100,11.03,light snow
643,Tura,IN,25.5198,90.2201,75.51,15,0,3.98,clear sky
644,Yichun,CN,47.7,128.9,23.85,97,93,4.25,overcast clouds
645,Cubuk,TR,40.2386,33.0322,42.89,38,75,18.41,broken clouds
646,Samarai,PG,-10.6167,150.6667,81.34,77,100,2.1,overcast clouds
647,Batticaloa,LK,7.7102,81.6924,80.83,79,4,9.57,clear sky
648,Socorro,US,31.6546,-106.3033,70.48,25,75,6.91,broken clouds
649,Gorontalo,ID,0.5412,123.0595,75.13,92,99,3.31,overcast clouds
650,Teya,RU,60.3778,92.6267,13.96,85,100,11.41,overcast clouds
651,Mareeba,AU,-17.0,145.4333,70.45,95,98,1.41,light rain
652,Valparaiso,CL,-33.0393,-71.6273,61.48,79,100,4.61,overcast clouds
653,Amahai,ID,-3.3333,128.9167,78.19,84,100,3.58,overcast clouds
654,Sechura,PE,-5.5569,-80.8222,74.3,68,100,4.45,overcast clouds
655,Igrim,RU,63.1906,64.4162,17.83,91,96,5.48,overcast clouds
656,Yunyang,CN,33.4474,112.7142,56.12,63,100,3.49,overcast clouds
657,Abu Samrah,SY,35.3029,37.1841,53.35,58,6,22.1,clear sky
658,Letpadan,MM,17.7833,95.75,81.91,61,7,8.72,clear sky
659,Trairi,BR,-3.2778,-39.2689,84.31,69,100,5.46,overcast clouds
660,Busovaca,BA,44.0975,17.8789,67.51,30,0,2.55,clear sky
661,Vysokogornyy,RU,50.1167,139.15,24.1,96,100,5.32,snow
662,Kavaratti,IN,10.5669,72.642,83.08,65,2,0.87,clear sky
663,Camabatela,AO,-8.1881,15.375,78.58,64,77,3.94,broken clouds
664,Mogadishu,SO,2.0371,45.3438,84.07,74,0,11.5,clear sky
665,Kachug,RU,53.9606,105.8817,10.11,94,86,1.05,overcast clouds
666,Staryy Nadym,RU,65.6118,72.6842,11.75,96,96,5.21,overcast clouds
667,Nevsehir,TR,38.9167,34.6667,34.81,75,75,10.36,light snow
668,Bingol,TR,38.8847,40.4939,27.12,91,12,3.94,few clouds
669,Sangre Grande,TT,10.5835,-61.1177,85.93,68,88,12.28,overcast clouds
670,Kralendijk,BQ,12.15,-68.2667,84.18,70,75,18.41,broken clouds
671,Den Helder,NL,52.9599,4.7593,59.95,75,11,15.99,few clouds
672,Pulivendla,IN,14.4167,78.2333,93.87,29,67,13.31,broken clouds
673,Biak,ID,-0.9131,122.8766,76.32,80,89,1.79,overcast clouds
674,Coquimbo,CL,-29.9533,-71.3436,58.73,100,100,6.91,overcast clouds
675,Palu,ID,-0.8917,119.8707,76.33,93,100,2.46,overcast clouds
676,Bud,US,39.447,-86.1758,35.89,74,99,18.61,overcast clouds
677,Namatanai,PG,-3.6667,152.4333,79.66,81,100,5.39,light rain
678,Juba,SS,4.8517,31.5825,96.84,26,99,5.03,overcast clouds
679,Demir Hisar,MK,41.2217,21.2031,56.05,34,26,1.97,scattered clouds
680,Araioses,BR,-2.89,-41.9031,85.98,74,75,13.8,broken clouds
681,Kurayoshi,JP,35.4333,133.8167,52.32,93,100,11.59,overcast clouds
682,Nuuk,GL,64.1835,-51.7216,25.41,68,20,8.05,few clouds
683,Ahuimanu,US,21.4447,-157.8378,72.36,77,40,4.0,scattered clouds
684,Mehamn,NO,71.0357,27.8492,23.85,64,100,28.1,light snow
685,Suffolk,US,40.8668,-72.7996,52.99,64,40,9.22,scattered clouds
686,Shingu,JP,33.7333,135.9833,64.99,96,100,5.64,overcast clouds
687,Eyl,SO,7.9803,49.8164,79.5,61,0,17.6,clear sky
688,Sabang,ID,5.8933,95.3214,83.73,68,25,3.22,scattered clouds
689,Havre-Saint-Pierre,CA,50.2334,-63.5986,32.36,93,100,23.02,overcast clouds
690,Ponta Delgada,PT,37.7333,-25.6667,57.92,100,75,13.8,broken clouds
691,Baghdad,IQ,33.3406,44.4009,66.11,30,20,10.36,few clouds
692,Tilichiki,RU,60.4667,166.1,5.47,95,99,3.0,overcast clouds
693,Yumen,CN,40.2833,97.2,42.6,23,57,7.11,broken clouds
